model,condition,row_type,goal_achieved_strict_all_k,recall_kept_all_k,violation_lower_all_k,avg_violation_lower,method,candidate_top_n,alpha,gamma,beta,avg_recall_minus_violation,avg_violation,baseline_avg_violation,recall@3,recall@5,recall@7,recall@9,baseline_recall@3,baseline_recall@5,baseline_recall@7,baseline_recall@9,recall_kept@3,recall_kept@5,recall_kept@7,recall_kept@9,violation_rate@3,violation_rate@5,violation_rate@7,violation_rate@9,baseline_violation_rate@3,baseline_violation_rate@5,baseline_violation_rate@7,baseline_violation_rate@9,violation_lower@3,violation_lower@5,violation_lower@7,violation_lower@9,source_csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_c20_a1_b1,20,1.0,,1.0,0.44975,0.315000,0.882250,0.598,0.762,0.832,0.867,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.182,0.281,0.368,0.429,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_c20_a1.5_b0.1,20,1.5,,0.1,0.07449999999999998,0.871250,0.882250,0.931,0.945,0.953,0.954,0.931000,0.946000,0.953000,0.954000,True,False,True,True,0.817,0.873,0.893,0.902,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_c20_a1.5_b0.2,20,1.5,,0.2,0.08249999999999996,0.863250,0.882250,0.929,0.946,0.953,0.955,0.931000,0.946000,0.953000,0.954000,False,True,True,True,0.804,0.862,0.891,0.896,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_c20_a1.5_b0.3,20,1.5,,0.3,0.09299999999999997,0.852250,0.882250,0.928,0.946,0.952,0.955,0.931000,0.946000,0.953000,0.954000,False,True,False,True,0.795,0.848,0.876,0.89,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_c20_a1.5_b0.5,20,1.5,,0.5,0.12724999999999997,0.816250,0.882250,0.928,0.942,0.95,0.954,0.931000,0.946000,0.953000,0.954000,False,False,False,True,0.753,0.81,0.843,0.859,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_c20_a1.5_b0.75,20,1.5,,0.75,0.18824999999999997,0.750000,0.882250,0.921,0.935,0.946,0.951,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.681,0.741,0.777,0.801,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_c20_a1.5_b1,20,1.5,,1.0,0.26525000000000004,0.661500,0.882250,0.904,0.922,0.937,0.944,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.582,0.656,0.689,0.719,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_c20_a2_b0.1,20,2.0,,0.1,0.07174999999999998,0.874000,0.882250,0.931,0.945,0.953,0.954,0.931000,0.946000,0.953000,0.954000,True,False,True,True,0.822,0.875,0.894,0.905,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,True,True,True,True,score_anti_rrf_no_target_c20_a2_b0.2,20,2.0,,0.2,0.07799999999999999,0.868250,0.882250,0.931,0.947,0.953,0.954,0.931000,0.946000,0.953000,0.954000,True,True,True,True,0.815,0.867,0.893,0.898,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_c20_a2_b0.3,20,2.0,,0.3,0.08574999999999997,0.859750,0.882250,0.928,0.946,0.953,0.955,0.931000,0.946000,0.953000,0.954000,False,True,True,True,0.799,0.859,0.888,0.893,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_c20_a2_b0.5,20,2.0,,0.5,0.10499999999999998,0.839500,0.882250,0.927,0.946,0.951,0.954,0.931000,0.946000,0.953000,0.954000,False,True,False,True,0.78,0.837,0.864,0.877,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_c20_a2_b0.75,20,2.0,,0.75,0.1435,0.799500,0.882250,0.926,0.941,0.951,0.954,0.931000,0.946000,0.953000,0.954000,False,False,False,True,0.735,0.795,0.821,0.847,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_c20_a2_b1,20,2.0,,1.0,0.18824999999999997,0.750000,0.882250,0.921,0.935,0.946,0.951,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.681,0.741,0.777,0.801,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_call_a0_b0.1,all,0.0,,0.1,0.0,0.010000,0.882250,0.01,0.01,0.01,0.01,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.01,0.01,0.01,0.01,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_call_a0_b0.2,all,0.0,,0.2,0.0,0.010000,0.882250,0.01,0.01,0.01,0.01,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.01,0.01,0.01,0.01,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_call_a0_b0.3,all,0.0,,0.3,0.0,0.010000,0.882250,0.01,0.01,0.01,0.01,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.01,0.01,0.01,0.01,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_call_a0_b0.5,all,0.0,,0.5,0.0,0.010000,0.882250,0.01,0.01,0.01,0.01,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.01,0.01,0.01,0.01,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_call_a0_b0.75,all,0.0,,0.75,0.0,0.010000,0.882250,0.01,0.01,0.01,0.01,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.01,0.01,0.01,0.01,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_call_a0_b1,all,0.0,,1.0,0.0,0.010000,0.882250,0.01,0.01,0.01,0.01,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.01,0.01,0.01,0.01,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_call_a0.25_b0.1,all,0.25,,0.1,0.208,0.730250,0.882250,0.92,0.937,0.947,0.949,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.661,0.725,0.76,0.775,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_call_a0.25_b0.2,all,0.25,,0.2,0.46749999999999997,0.276250,0.882250,0.704,0.739,0.76,0.772,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.235,0.274,0.292,0.304,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_call_a0.25_b0.3,all,0.25,,0.3,0.0925,0.014750,0.882250,0.093,0.106,0.114,0.116,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.013,0.014,0.016,0.016,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_call_a0.25_b0.5,all,0.25,,0.5,0.012750000000000001,0.008000,0.882250,0.02,0.02,0.02,0.023,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.007,0.008,0.008,0.009,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_call_a0.25_b0.75,all,0.25,,0.75,0.0014999999999999994,0.007750,0.882250,0.009,0.009,0.009,0.01,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.007,0.008,0.008,0.008,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_call_a0.25_b1,all,0.25,,1.0,0.00025,0.007750,0.882250,0.008,0.008,0.008,0.008,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.007,0.008,0.008,0.008,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_call_a0.5_b0.1,all,0.5,,0.1,0.11249999999999999,0.831250,0.882250,0.927,0.944,0.95,0.954,0.931000,0.946000,0.953000,0.954000,False,False,False,True,0.774,0.829,0.853,0.869,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_call_a0.5_b0.2,all,0.5,,0.2,0.208,0.730250,0.882250,0.92,0.937,0.947,0.949,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.661,0.725,0.76,0.775,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_call_a0.5_b0.3,all,0.5,,0.3,0.35300000000000004,0.555000,0.882250,0.89,0.907,0.914,0.921,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.484,0.555,0.58,0.601,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_call_a0.5_b0.5,all,0.5,,0.5,0.18224999999999997,0.027500,0.882250,0.194,0.208,0.215,0.222,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.023,0.027,0.03,0.03,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_call_a0.5_b0.75,all,0.5,,0.75,0.05825,0.009250,0.882250,0.063,0.067,0.069,0.071,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.008,0.009,0.01,0.01,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_call_a0.5_b1,all,0.5,,1.0,0.012750000000000001,0.008000,0.882250,0.02,0.02,0.02,0.023,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.007,0.008,0.008,0.009,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_call_a0.75_b0.1,all,0.75,,0.1,0.09349999999999997,0.852250,0.882250,0.93,0.945,0.953,0.955,0.931000,0.946000,0.953000,0.954000,False,False,True,True,0.793,0.85,0.878,0.888,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_call_a0.75_b0.2,all,0.75,,0.2,0.13924999999999998,0.802500,0.882250,0.925,0.94,0.949,0.953,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.737,0.797,0.831,0.845,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_call_a0.75_b0.3,all,0.75,,0.3,0.208,0.730250,0.882250,0.92,0.937,0.947,0.949,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.661,0.725,0.76,0.775,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_call_a0.75_b0.5,all,0.75,,0.5,0.4095,0.476000,0.882250,0.864,0.884,0.893,0.901,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.404,0.47,0.507,0.523,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_call_a0.75_b0.75,all,0.75,,0.75,0.18224999999999997,0.027500,0.882250,0.194,0.208,0.215,0.222,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.023,0.027,0.03,0.03,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_call_a0.75_b1,all,0.75,,1.0,0.07125000000000001,0.010750,0.882250,0.078,0.081,0.084,0.085,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.01,0.011,0.011,0.011,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,True,True,True,True,score_anti_rrf_no_target_call_a1_b0.1,all,1.0,,0.1,0.08774999999999997,0.858750,0.882250,0.931,0.947,0.953,0.955,0.931000,0.946000,0.953000,0.954000,True,True,True,True,0.801,0.857,0.885,0.892,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_call_a1_b0.2,all,1.0,,0.2,0.11249999999999999,0.831250,0.882250,0.927,0.944,0.95,0.954,0.931000,0.946000,0.953000,0.954000,False,False,False,True,0.774,0.829,0.853,0.869,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_call_a1_b0.3,all,1.0,,0.3,0.15724999999999997,0.783500,0.882250,0.925,0.939,0.947,0.952,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.726,0.778,0.804,0.826,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_call_a1_b0.5,all,1.0,,0.5,0.2695,0.656000,0.882250,0.905,0.921,0.935,0.941,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.588,0.648,0.683,0.705,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_call_a1_b0.75,all,1.0,,0.75,0.4645,0.352750,0.882250,0.782,0.816,0.831,0.84,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.3,0.351,0.372,0.388,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_call_a1_b1,all,1.0,,1.0,0.18224999999999997,0.027500,0.882250,0.194,0.208,0.215,0.222,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.023,0.027,0.03,0.03,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_call_a1.5_b0.1,all,1.5,,0.1,0.07824999999999996,0.867500,0.882250,0.93,0.946,0.953,0.954,0.931000,0.946000,0.953000,0.954000,False,True,True,True,0.81,0.867,0.892,0.901,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_call_a1.5_b0.2,all,1.5,,0.2,0.09349999999999997,0.852250,0.882250,0.93,0.945,0.953,0.955,0.931000,0.946000,0.953000,0.954000,False,False,True,True,0.793,0.85,0.878,0.888,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_call_a1.5_b0.3,all,1.5,,0.3,0.11249999999999999,0.831250,0.882250,0.927,0.944,0.95,0.954,0.931000,0.946000,0.953000,0.954000,False,False,False,True,0.774,0.829,0.853,0.869,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_call_a1.5_b0.5,all,1.5,,0.5,0.173,0.768000,0.882250,0.925,0.94,0.947,0.952,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.705,0.762,0.792,0.813,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_call_a1.5_b0.75,all,1.5,,0.75,0.2695,0.656000,0.882250,0.905,0.921,0.935,0.941,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.588,0.648,0.683,0.705,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_call_a1.5_b1,all,1.5,,1.0,0.4095,0.476000,0.882250,0.864,0.884,0.893,0.901,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.404,0.47,0.507,0.523,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,True,True,True,True,score_anti_rrf_no_target_call_a2_b0.1,all,2.0,,0.1,0.07524999999999998,0.870750,0.882250,0.931,0.946,0.953,0.954,0.931000,0.946000,0.953000,0.954000,True,True,True,True,0.816,0.872,0.893,0.902,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,True,True,True,True,score_anti_rrf_no_target_call_a2_b0.2,all,2.0,,0.2,0.08774999999999997,0.858750,0.882250,0.931,0.947,0.953,0.955,0.931000,0.946000,0.953000,0.954000,True,True,True,True,0.801,0.857,0.885,0.892,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_call_a2_b0.3,all,2.0,,0.3,0.09849999999999998,0.847000,0.882250,0.929,0.945,0.953,0.955,0.931000,0.946000,0.953000,0.954000,False,False,True,True,0.792,0.842,0.87,0.884,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
text-embedding-3-small,baseline - q_trap,config,False,False,True,True,score_anti_rrf_no_target_call_a2_b0.5,all,2.0,,0.5,0.13174999999999998,0.810750,0.882250,0.925,0.942,0.95,0.953,0.931000,0.946000,0.953000,0.954000,False,False,False,False,0.745,0.808,0.836,0.854,0.835000,0.883000,0.900000,0.911000,True,True,True,True,/Users/canho/Desktop/codes/ai/FLIP/results/excluir_1000_text_embedding_3_small_rewriter_gpt4o_mini_v2_recall_preserving_no_target_top3579/score_anti_rrf_results.csv
