retriever,method,samples,recall@3,violation_rate@3,mean_answer_rank,mean_trap_rank,alpha,beta,candidate_top_n
dense,score_anti_rrf_c20_a0.25_b0.2,1000,0.965,0.351,2.068,73.749,0.25,0.2,20
dense,score_anti_rrf_c20_a0.25_b0.3,1000,0.963,0.309,2.059,74.683,0.25,0.3,20
dense,score_anti_rrf_c20_a0.25_b0.5,1000,0.964,0.213,2.073,76.574,0.25,0.5,20
dense,score_anti_rrf_c20_a0.25_b0.75,1000,0.96,0.124,2.099,78.658,0.25,0.75,20
dense,score_anti_rrf_c20_a0.25_b1,1000,0.948,0.063,2.143,80.309,0.25,1.0,20
dense,score_anti_rrf_c20_a0.5_b0.1,1000,0.967,0.416,2.076,72.544,0.5,0.1,20
dense,score_anti_rrf_c20_a0.5_b0.2,1000,0.965,0.37,2.072,73.441,0.5,0.2,20
dense,score_anti_rrf_c20_a0.5_b0.3,1000,0.964,0.328,2.063,74.187,0.5,0.3,20
dense,score_anti_rrf_c20_a0.5_b0.5,1000,0.964,0.252,2.07,75.769,0.5,0.5,20
dense,score_anti_rrf_c20_a0.5_b0.75,1000,0.96,0.17,2.082,77.596,0.5,0.75,20
dense,score_anti_rrf_c20_a0.5_b1,1000,0.957,0.104,2.111,79.264,0.5,1.0,20
dense,score_anti_rrf_c20_a0.75_b0.1,1000,0.967,0.422,2.077,72.427,0.75,0.1,20
dense,score_anti_rrf_c20_a0.75_b0.2,1000,0.965,0.382,2.074,73.166,0.75,0.2,20
dense,score_anti_rrf_c20_a0.75_b0.3,1000,0.964,0.343,2.068,73.875,0.75,0.3,20
dense,score_anti_rrf_c20_a0.75_b0.5,1000,0.963,0.278,2.06,75.203,0.75,0.5,20
dense,score_anti_rrf_c20_a0.75_b0.75,1000,0.964,0.202,2.074,76.853,0.75,0.75,20
dense,score_anti_rrf_c20_a0.75_b1,1000,0.96,0.134,2.094,78.374,0.75,1.0,20
dense,score_anti_rrf_c20_a1_b0.1,1000,0.967,0.429,2.075,72.33,1.0,0.1,20
dense,score_anti_rrf_c20_a1_b0.2,1000,0.966,0.392,2.074,72.999,1.0,0.2,20
dense,score_anti_rrf_c20_a1_b0.3,1000,0.965,0.357,2.068,73.656,1.0,0.3,20
dense,score_anti_rrf_c20_a1_b0.5,1000,0.963,0.302,2.06,74.802,1.0,0.5,20
dense,score_anti_rrf_c20_a1_b0.75,1000,0.964,0.23,2.072,76.287,1.0,0.75,20
dense,score_anti_rrf_c20_a1_b1,1000,0.96,0.17,2.082,77.596,1.0,1.0,20
dense,score_anti_rrf_c20_a1.5_b0.1,1000,0.967,0.434,2.075,72.214,1.5,0.1,20
dense,score_anti_rrf_c20_a1.5_b0.2,1000,0.966,0.408,2.075,72.725,1.5,0.2,20
dense,score_anti_rrf_c20_a1.5_b0.3,1000,0.965,0.379,2.074,73.24,1.5,0.3,20
dense,score_anti_rrf_c20_a1.5_b0.5,1000,0.964,0.328,2.063,74.187,1.5,0.5,20
dense,score_anti_rrf_c20_a1.5_b0.75,1000,0.964,0.273,2.059,75.376,1.5,0.75,20
dense,score_anti_rrf_c20_a1.5_b1,1000,0.964,0.213,2.073,76.574,1.5,1.0,20
dense,score_anti_rrf_c20_a2_b0.1,1000,0.967,0.438,2.075,72.131,2.0,0.1,20
dense,score_anti_rrf_c20_a2_b0.2,1000,0.967,0.416,2.076,72.544,2.0,0.2,20
dense,score_anti_rrf_c20_a2_b0.3,1000,0.966,0.392,2.074,72.999,2.0,0.3,20
dense,score_anti_rrf_c20_a2_b0.5,1000,0.965,0.347,2.068,73.826,2.0,0.5,20
dense,score_anti_rrf_c20_a2_b0.75,1000,0.963,0.302,2.06,74.802,2.0,0.75,20
dense,score_anti_rrf_c20_a2_b1,1000,0.964,0.252,2.07,75.769,2.0,1.0,20
dense,score_anti_rrf_call_a0_b0.1,1000,0.964,0.337,2.188,128.77,0.0,0.1,all
dense,score_anti_rrf_call_a0_b0.2,1000,0.962,0.25,2.353,218.834,0.0,0.2,all
dense,score_anti_rrf_call_a0_b0.3,1000,0.953,0.171,2.68,355.861,0.0,0.3,all
dense,score_anti_rrf_call_a0_b0.5,1000,0.934,0.049,4.0,783.263,0.0,0.5,all
dense,score_anti_rrf_call_a0_b0.75,1000,0.892,0.002,9.077,1439.411,0.0,0.75,all
dense,score_anti_rrf_call_a0_b1,1000,0.763,0.0,33.733,1867.719,0.0,1.0,all
dense,score_anti_rrf_call_a0.25_b0.1,1000,0.966,0.361,2.159,115.144,0.25,0.1,all
dense,score_anti_rrf_call_a0.25_b0.2,1000,0.963,0.286,2.274,177.931,0.25,0.2,all
dense,score_anti_rrf_call_a0.25_b0.3,1000,0.956,0.22,2.472,267.366,0.25,0.3,all
dense,score_anti_rrf_call_a0.25_b0.5,1000,0.945,0.106,3.197,544.976,0.25,0.5,all
dense,score_anti_rrf_call_a0.25_b0.75,1000,0.924,0.022,5.29,1049.495,0.25,0.75,all
dense,score_anti_rrf_call_a0.25_b1,1000,0.873,0.0,11.286,1552.496,0.25,1.0,all
dense,score_anti_rrf_call_a0.5_b0.1,1000,0.965,0.38,2.151,106.666,0.5,0.1,all
dense,score_anti_rrf_call_a0.5_b0.2,1000,0.964,0.308,2.234,154.699,0.5,0.2,all
dense,score_anti_rrf_call_a0.5_b0.3,1000,0.962,0.25,2.353,218.834,0.5,0.3,all
dense,score_anti_rrf_call_a0.5_b0.5,1000,0.951,0.143,2.818,413.046,0.5,0.5,all
dense,score_anti_rrf_call_a0.5_b0.75,1000,0.934,0.049,4.0,783.263,0.5,0.75,all
dense,score_anti_rrf_call_a0.5_b1,1000,0.916,0.012,6.549,1228.771,0.5,1.0,all
dense,score_anti_rrf_call_a0.75_b0.1,1000,0.966,0.396,2.144,100.895,0.75,0.1,all
dense,score_anti_rrf_call_a0.75_b0.2,1000,0.964,0.323,2.207,139.321,0.75,0.2,all
dense,score_anti_rrf_call_a0.75_b0.3,1000,0.963,0.274,2.294,188.895,0.75,0.3,all
dense,score_anti_rrf_call_a0.75_b0.5,1000,0.952,0.184,2.628,332.886,0.75,0.5,all
dense,score_anti_rrf_call_a0.75_b0.75,1000,0.944,0.087,3.387,608.425,0.75,0.75,all
dense,score_anti_rrf_call_a0.75_b1,1000,0.927,0.027,4.853,971.93,0.75,1.0,all
dense,score_anti_rrf_call_a1_b0.1,1000,0.966,0.402,2.133,96.748,1.0,0.1,all
dense,score_anti_rrf_call_a1_b0.2,1000,0.964,0.337,2.188,128.77,1.0,0.2,all
dense,score_anti_rrf_call_a1_b0.3,1000,0.964,0.292,2.253,168.852,1.0,0.3,all
dense,score_anti_rrf_call_a1_b0.5,1000,0.955,0.211,2.496,280.869,1.0,0.5,all
dense,score_anti_rrf_call_a1_b0.75,1000,0.947,0.118,3.029,492.628,1.0,0.75,all
dense,score_anti_rrf_call_a1_b1,1000,0.934,0.049,4.0,783.263,1.0,1.0,all
dense,score_anti_rrf_call_a1.5_b0.1,1000,0.966,0.411,2.123,91.317,1.5,0.1,all
dense,score_anti_rrf_call_a1.5_b0.2,1000,0.966,0.361,2.159,115.144,1.5,0.2,all
dense,score_anti_rrf_call_a1.5_b0.3,1000,0.964,0.316,2.216,143.826,1.5,0.3,all
dense,score_anti_rrf_call_a1.5_b0.5,1000,0.962,0.25,2.353,218.834,1.5,0.5,all
dense,score_anti_rrf_call_a1.5_b0.75,1000,0.953,0.171,2.68,355.861,1.5,0.75,all
dense,score_anti_rrf_call_a1.5_b1,1000,0.945,0.106,3.197,544.976,1.5,1.0,all
dense,score_anti_rrf_call_a2_b0.1,1000,0.966,0.417,2.116,87.818,2.0,0.1,all
dense,score_anti_rrf_call_a2_b0.2,1000,0.965,0.38,2.151,106.666,2.0,0.2,all
dense,score_anti_rrf_call_a2_b0.3,1000,0.964,0.337,2.188,128.769,2.0,0.3,all
dense,score_anti_rrf_call_a2_b0.5,1000,0.963,0.278,2.279,184.201,2.0,0.5,all
dense,score_anti_rrf_call_a2_b0.75,1000,0.955,0.211,2.496,280.869,2.0,0.75,all
dense,score_anti_rrf_call_a2_b1,1000,0.951,0.143,2.818,413.046,2.0,1.0,all
